Trafikkmengde
151.0
87.0
74.0
65.0
66.0
31.0
16.0
8.0
6.0
4.0
0.0
4.0
12.0
61.0
167.0
186.0
86.0
29.0
26.0
29.0
36.0
65.0
186.0
163.0
94.0
63.0
33.0
21.0
19.0
21.0
8.0
2.0
4.0
2.0
5.0
6.0
12.0
59.0
152.0
193.0
79.0
47.0
51.0
44.0
61.0
82.0
213.0
214.0
131.0
90.0
45.0
51.0
46.0
25.0
19.0
5.0
6.0
0.0
0.0
5.0
8.0
58.0
162.0
206.0
85.0
58.0
43.0
53.0
54.0
85.0
204.0
209.0
101.0
62.0
58.0
23.0
28.0
18.0
13.0
3.0
3.0
3.0
1.0
5.0
8.0
36.0
108.0
136.0
54.0
29.0
20.0
30.0
41.0
89.0
155.0
153.0
79.0
65.0
43.0
25.0
27.0
16.0
9.0
8.0
9.0
3.0
5.0
8.0
3.0
7.0
7.0
11.0
20.0
32.0
48.0
69.0
48.0
68.0
58.0
73.0
57.0
56.0
36.0
33.0
26.0
15.0
14.0
14.0
11.0
4.0
4.0
5.0
5.0
7.0
8.0
9.0
12.0
20.0
21.0
29.0
56.0
65.0
37.0
48.0
47.0
26.0
25.0
19.0
21.0
22.0
4.0
1.0
5.0
2.0
2.0
3.0
12.0
48.0
205.0
258.0
100.0
42.0
39.0
37.0
57.0
97.0
281.0
284.0
188.0
130.0
76.0
58.0
39.0
37.0
17.0
11.0
6.0
2.0
1.0
3.0
13.0
45.0
177.0
233.0
116.0
54.0
42.0
52.0
44.0
76.0
199.0
223.0
119.0
96.0
53.0
30.0
36.0
26.0
18.0
7.0
4.0
8.0
3.0
1.0
11.0
75.0
263.0
267.0
123.0
72.0
60.0
66.0
97.0
137.0
328.0
275.0
151.0
107.0
93.0
94.0
71.0
43.0
21.0
12.0
9.0
9.0
3.0
2.0
13.0
64.0
223.0
244.0
105.0
49.0
71.0
74.0
89.0
157.0
291.0
233.0
109.0
53.0
60.0
44.0
42.0
36.0
15.0
18.0
10.0
5.0
7.0
8.0
8.0
13.0
14.0
18.0
24.0
28.0
35.0
34.0
40.0
45.0
46.0
44.0
36.0
24.0
19.0
3.0
11.0
12.0
10.0
7.0
3.0
1.0
6.0
3.0
5.0
3.0
9.0
6.0
13.0
22.0
20.0
44.0
41.0
56.0
50.0
51.0
62.0
50.0
50.0
33.0
25.0
22.0
0.0
7.0
3.0
1.0
0.0
3.0
13.0
61.0
268.0
304.0
131.0
67.0
67.0
74.0
84.0
120.0
363.0
360.0
193.0
155.0
90.0
78.0
71.0
23.0
10.0
1.0
1.0
0.0
0.0
0.0
11.0
51.0
228.0
280.0
122.0
52.0
45.0
60.0
69.0
89.0
224.0
165.0
94.0
64.0
66.0
46.0
49.0
24.0
15.0
5.0
1.0
1.0
0.0
2.0
7.0
40.0
154.0
218.0
76.0
55.0
42.0
62.0
61.0
88.0
185.0
164.0
89.0
75.0
48.0
40.0
50.0
28.0
5.0
5.0
3.0
36.0
66.0
134.0
134.0
50.0
44.0
31.0
34.0
19.0
16.0
23.0
5.0
1.0
0.0
1.0
0.0
0.0
0.0
2.0
20.0
64.0
102.0
93.0
95.0
95.0
176.0
330.0
262.0
129.0
78.0
49.0
51.0
30.0
35.0
16.0
24.0
9.0
11.0
4.0
6.0
4.0
13.0
7.0
15.0
27.0
38.0
32.0
51.0
72.0
60.0
70.0
72.0
48.0
52.0
46.0
25.0
29.0
17.0
10.0
14.0
9.0
9.0
8.0
4.0
6.0
8.0
6.0
6.0
25.0
43.0
67.0
95.0
83.0
90.0
92.0
98.0
67.0
92.0
56.0
70.0
57.0
32.0
21.0
7.0
2.0
2.0
0.0
5.0
12.0
87.0
303.0
387.0
141.0
99.0
78.0
94.0
113.0
173.0
390.0
385.0
228.0
120.0
95.0
95.0
69.0
36.0
31.0
5.0
5.0
3.0
1.0
5.0
13.0
70.0
271.0
308.0
95.0
64.0
64.0
68.0
75.0
113.0
314.0
332.0
171.0
118.0
70.0
61.0
46.0
33.0
18.0
6.0
4.0
1.0
0.0
2.0
7.0
47.0
201.0
228.0
76.0
67.0
68.0
64.0
59.0
96.0
245.0
263.0
114.0
77.0
49.0
45.0
41.0
23.0
10.0
5.0
1.0
3.0
2.0
3.0
10.0
47.0
237.0
305.0
105.0
62.0
58.0
59.0
55.0
112.0
257.0
241.0
122.0
76.0
57.0
45.0
38.0
23.0
17.0
5.0
4.0
0.0
2.0
3.0
9.0
52.0
187.0
263.0
88.0
59.0
43.0
50.0
70.0
113.0
271.0
216.0
92.0
48.0
36.0
25.0
21.0
21.0
14.0
5.0
6.0
7.0
1.0
5.0
3.0
11.0
5.0
15.0
16.0
22.0
39.0
32.0
33.0
36.0
35.0
38.0
31.0
32.0
16.0
18.0
16.0
13.0
10.0
8.0
11.0
7.0
7.0
2.0
7.0
2.0
5.0
4.0
15.0
18.0
19.0
17.0
35.0
39.0
55.0
52.0
47.0
42.0
24.0
29.0
18.0
14.0
11.0
3.0
1.0
1.0
1.0
2.0
13.0
47.0
270.0
330.0
135.0
80.0
65.0
122.0
83.0
130.0
357.0
333.0
194.0
129.0
102.0
86.0
55.0
31.0
18.0
7.0
5.0
2.0
1.0
3.0
11.0
72.0
278.0
368.0
124.0
79.0
64.0
74.0
77.0
118.0
305.0
360.0
194.0
116.0
76.0
85.0
45.0
38.0
16.0
3.0
5.0
1.0
1.0
3.0
10.0
48.0
230.0
294.0
99.0
55.0
51.0
63.0
45.0
100.0
288.0
296.0
179.0
132.0
88.0
81.0
71.0
49.0
19.0
3.0
6.0
2.0
1.0
5.0
12.0
60.0
279.0
334.0
127.0
78.0
86.0
98.0
80.0
137.0
356.0
359.0
186.0
127.0
107.0
80.0
49.0
39.0
22.0
14.0
5.0
4.0
4.0
5.0
10.0
51.0
228.0
315.0
92.0
77.0
65.0
63.0
58.0
119.0
249.0
254.0
116.0
66.0
37.0
32.0
25.0
20.0
14.0
8.0
12.0
4.0
1.0
3.0
5.0
8.0
11.0
9.0
33.0
35.0
41.0
71.0
70.0
53.0
75.0
60.0
61.0
40.0
31.0
23.0
20.0
20.0
12.0
15.0
9.0
5.0
10.0
6.0
3.0
5.0
8.0
4.0
19.0
20.0
37.0
44.0
69.0
79.0
64.0
54.0
52.0
39.0
30.0
39.0
21.0
18.0
11.0
5.0
2.0
3.0
1.0
2.0
10.0
71.0
275.0
332.0
140.0
85.0
61.0
68.0
65.0
122.0
323.0
364.0
208.0
137.0
72.0
88.0
50.0
33.0
19.0
4.0
2.0
0.0
0.0
3.0
5.0
67.0
268.0
345.0
135.0
90.0
65.0
87.0
100.0
122.0
349.0
353.0
213.0
154.0
107.0
67.0
72.0
24.0
11.0
12.0
3.0
1.0
0.0
3.0
14.0
69.0
264.0
374.0
151.0
99.0
77.0
102.0
98.0
151.0
346.0
347.0
205.0
147.0
115.0
74.0
79.0
48.0
25.0
14.0
1.0
3.0
0.0
4.0
14.0
59.0
259.0
365.0
130.0
78.0
63.0
93.0
80.0
139.0
340.0
322.0
208.0
139.0
96.0
77.0
72.0
34.0
22.0
12.0
3.0
7.0
3.0
4.0
18.0
55.0
215.0
325.0
128.0
81.0
72.0
96.0
106.0
143.0
331.0
268.0
111.0
98.0
64.0
38.0
32.0
24.0
28.0
16.0
8.0
5.0
4.0
5.0
5.0
7.0
12.0
15.0
47.0
42.0
56.0
53.0
69.0
85.0
54.0
64.0
55.0
42.0
31.0
32.0
23.0
18.0
28.0
14.0
15.0
5.0
9.0
6.0
4.0
6.0
9.0
5.0
10.0
25.0
24.0
29.0
31.0
46.0
23.0
42.0
30.0
31.0
29.0
22.0
22.0
26.0
13.0
2.0
1.0
0.0
0.0
3.0
11.0
51.0
226.0
282.0
122.0
73.0
56.0
59.0
56.0
101.0
287.0
289.0
170.0
140.0
88.0
63.0
50.0
27.0
15.0
7.0
6.0
5.0
1.0
3.0
12.0
51.0
241.0
318.0
130.0
86.0
47.0
39.0
75.0
100.0
252.0
280.0
152.0
100.0
61.0
43.0
43.0
25.0
15.0
6.0
1.0
2.0
2.0
4.0
17.0
57.0
255.0
351.0
150.0
84.0
70.0
85.0
94.0
116.0
302.0
343.0
195.0
120.0
98.0
92.0
60.0
51.0
17.0
9.0
6.0
1.0
1.0
3.0
9.0
53.0
233.0
335.0
111.0
91.0
63.0
76.0
69.0
111.0
284.0
353.0
168.0
121.0
99.0
55.0
45.0
40.0
19.0
11.0
4.0
1.0
8.0
0.0
16.0
51.0
166.0
253.0
112.0
54.0
31.0
48.0
60.0
96.0
213.0
222.0
101.0
55.0
35.0
37.0
22.0
22.0
13.0
17.0
8.0
6.0
2.0
3.0
3.0
6.0
9.0
16.0
26.0
26.0
36.0
42.0
48.0
63.0
34.0
38.0
40.0
27.0
19.0
20.0
20.0
15.0
15.0
9.0
6.0
3.0
1.0
5.0
4.0
4.0
8.0
3.0
14.0
29.0
43.0
80.0
72.0
90.0
55.0
69.0
59.0
44.0
37.0
23.0
23.0
30.0
13.0
2.0
5.0
3.0
0.0
2.0
16.0
58.0
273.0
349.0
130.0
89.0
56.0
72.0
73.0
108.0
322.0
381.0
188.0
146.0
112.0
54.0
50.0
38.0
12.0
9.0
2.0
2.0
1.0
6.0
13.0
63.0
272.0
333.0
105.0
83.0
75.0
83.0
92.0
109.0
304.0
343.0
199.0
141.0
98.0
57.0
51.0
36.0
19.0
8.0
5.0
0.0
0.0
5.0
11.0
54.0
228.0
315.0
123.0
75.0
61.0
88.0
80.0
121.0
274.0
308.0
188.0
111.0
72.0
43.0
51.0
35.0
18.0
11.0
2.0
4.0
2.0
4.0
10.0
42.0
187.0
293.0
102.0
76.0
51.0
61.0
59.0
82.0
194.0
249.0
95.0
84.0
46.0
38.0
32.0
22.0
16.0
6.0
3.0
0.0
3.0
5.0
15.0
24.0
140.0
228.0
73.0
52.0
30.0
52.0
43.0
75.0
162.0
183.0
91.0
74.0
45.0
20.0
26.0
19.0
15.0
6.0
7.0
3.0
4.0
3.0
4.0
7.0
10.0
14.0
24.0
37.0
45.0
66.0
46.0
61.0
65.0
73.0
49.0
51.0
44.0
25.0
20.0
17.0
14.0
20.0
10.0
4.0
2.0
4.0
3.0
5.0
10.0
7.0
18.0
27.0
38.0
45.0
68.0
77.0
78.0
86.0
50.0
52.0
31.0
31.0
19.0
17.0
14.0
5.0
2.0
1.0
0.0
3.0
11.0
56.0
264.0
358.0
115.0
84.0
64.0
75.0
100.0
110.0
258.0
383.0
189.0
154.0
112.0
62.0
48.0
45.0
11.0
6.0
4.0
2.0
3.0
4.0
15.0
58.0
261.0
335.0
139.0
90.0
78.0
101.0
79.0
117.0
267.0
342.0
183.0
108.0
93.0
66.0
45.0
40.0
27.0
9.0
6.0
2.0
0.0
3.0
16.0
51.0
215.0
295.0
101.0
50.0
50.0
48.0
54.0
92.0
225.0
299.0
158.0
105.0
87.0
67.0
52.0
40.0
16.0
12.0
0.0
0.0
1.0
3.0
14.0
43.0
216.0
326.0
104.0
69.0
54.0
67.0
69.0
97.0
245.0
304.0
139.0
107.0
82.0
47.0
42.0
25.0
15.0
5.0
2.0
0.0
3.0
2.0
10.0
45.0
175.0
263.0
98.0
65.0
55.0
43.0
57.0
106.0
211.0
221.0
113.0
52.0
45.0
25.0
21.0
18.0
13.0
13.0
7.0
2.0
7.0
1.0
3.0
5.0
6.0
14.0
25.0
31.0
53.0
55.0
70.0
58.0
62.0
36.0
32.0
23.0
17.0
13.0
11.0
16.0
8.0
5.0
2.0
8.0
4.0
5.0
2.0
5.0
7.0
3.0
11.0
13.0
28.0
46.0
44.0
52.0
54.0
44.0
30.0
27.0
36.0
26.0
26.0
15.0
9.0
10.0
1.0
0.0
0.0
1.0
10.0
52.0
194.0
279.0
96.0
68.0
56.0
64.0
82.0
95.0
215.0
307.0
162.0
125.0
87.0
55.0
41.0
36.0
16.0
2.0
7.0
0.0
2.0
1.0
17.0
57.0
199.0
252.0
117.0
77.0
68.0
65.0
84.0
108.0
196.0
292.0
176.0
129.0
65.0
63.0
37.0
35.0
13.0
9.0
4.0
0.0
2.0
2.0
11.0
43.0
165.0
225.0
86.0
77.0
42.0
51.0
76.0
64.0
165.0
252.0
139.0
95.0
63.0
48.0
35.0
34.0
21.0
4.0
3.0
3.0
2.0
3.0
8.0
38.0
178.0
204.0
83.0
54.0
47.0
54.0
64.0
70.0
145.0
213.0
103.0
85.0
49.0
37.0
28.0
35.0
15.0
10.0
6.0
1.0
2.0
4.0
11.0
33.0
119.0
164.0
74.0
47.0
33.0
44.0
61.0
78.0
155.0
158.0
96.0
72.0
41.0
36.0
22.0
16.0
19.0
4.0
7.0
7.0
4.0
4.0
1.0
3.0
9.0
6.0
26.0
31.0
37.0
56.0
51.0
48.0
56.0
51.0
55.0
26.0
28.0
22.0
17.0
15.0
16.0
11.0
5.0
5.0
10.0
3.0
3.0
5.0
9.0
4.0
11.0
28.0
20.0
47.0
58.0
67.0
66.0
36.0
54.0
24.0
31.0
25.0
15.0
16.0
20.0
8.0
3.0
1.0
1.0
2.0
10.0
58.0
258.0
296.0
112.0
77.0
52.0
63.0
65.0
110.0
263.0
329.0
182.0
127.0
89.0
58.0
47.0
40.0
8.0
10.0
4.0
0.0
1.0
3.0
13.0
63.0
253.0
344.0
117.0
76.0
66.0
76.0
85.0
108.0
279.0
329.0
166.0
118.0
93.0
65.0
39.0
38.0
17.0
3.0
3.0
2.0
2.0
2.0
15.0
71.0
219.0
302.0
123.0
76.0
56.0
62.0
91.0
84.0
252.0
314.0
194.0
137.0
86.0
64.0
50.0
33.0
12.0
10.0
2.0
2.0
2.0
5.0
11.0
51.0
208.0
291.0
111.0
60.0
67.0
59.0
60.0
108.0
279.0
270.0
159.0
98.0
91.0
43.0
29.0
36.0
14.0
12.0
5.0
5.0
1.0
4.0
8.0
48.0
175.0
275.0
96.0
58.0
45.0
71.0
81.0
126.0
223.0
265.0
130.0
59.0
44.0
28.0
19.0
34.0
15.0
12.0
8.0
4.0
9.0
0.0
2.0
7.0
8.0
15.0
25.0
37.0
37.0
62.0
68.0
70.0
60.0
56.0
46.0
40.0
30.0
16.0
15.0
9.0
14.0
13.0
5.0
5.0
6.0
4.0
3.0
5.0
6.0
4.0
18.0
33.0
30.0
51.0
57.0
85.0
74.0
55.0
34.0
40.0
39.0
29.0
20.0
17.0
14.0
3.0
1.0
2.0
0.0
4.0
7.0
50.0
234.0
311.0
107.0
83.0
45.0
67.0
46.0
101.0
213.0
343.0
155.0
111.0
67.0
42.0
49.0
34.0
13.0
5.0
5.0
1.0
0.0
2.0
7.0
53.0
206.0
275.0
110.0
61.0
39.0
53.0
49.0
89.0
191.0
252.0
157.0
94.0
70.0
42.0
40.0
32.0
13.0
3.0
4.0
3.0
3.0
5.0
7.0
27.0
172.0
227.0
81.0
48.0
28.0
29.0
39.0
40.0
166.0
225.0
119.0
77.0
52.0
36.0
34.0
29.0
11.0
6.0
5.0
0.0
0.0
0.0
7.0
24.0
147.0
199.0
90.0
51.0
31.0
31.0
31.0
63.0
140.0
208.0
103.0
64.0
43.0
25.0
25.0
29.0
15.0
9.0
2.0
2.0
2.0
3.0
7.0
32.0
150.0
231.0
82.0
52.0
40.0
50.0
65.0
87.0
211.0
213.0
95.0
76.0
40.0
20.0
28.0
18.0
14.0
13.0
9.0
5.0
7.0
3.0
4.0
6.0
8.0
14.0
41.0
26.0
35.0
29.0
16.0
24.0
37.0
24.0
25.0
7.0
6.0
8.0
8.0
7.0
7.0
8.0
3.0
3.0
2.0
2.0
2.0
3.0
4.0
7.0
10.0
12.0
25.0
13.0
30.0
43.0
28.0
33.0
26.0
16.0
27.0
13.0
19.0
12.0
9.0
0.0
0.0
1.0
1.0
4.0
11.0
50.0
198.0
274.0
81.0
52.0
26.0
26.0
47.0
60.0
199.0
306.0
140.0
77.0
58.0
37.0
31.0
28.0
7.0
5.0
3.0
2.0
0.0
4.0
9.0
63.0
234.0
309.0
124.0
61.0
55.0
70.0
72.0
93.0
257.0
338.0
164.0
100.0
84.0
51.0
35.0
41.0
19.0
4.0
5.0
2.0
2.0
5.0
11.0
53.0
226.0
312.0
91.0
68.0
53.0
69.0
79.0
81.0
236.0
303.0
155.0
100.0
70.0
55.0
41.0
31.0
18.0
6.0
1.0
1.0
1.0
3.0
8.0
49.0
201.0
281.0
110.0
61.0
52.0
55.0
55.0
92.0
209.0
276.0
134.0
85.0
58.0
40.0
45.0
41.0
18.0
10.0
5.0
1.0
3.0
3.0
10.0
39.0
172.0
226.0
90.0
58.0
56.0
54.0
56.0
60.0
222.0
195.0
80.0
54.0
32.0
25.0
23.0
20.0
8.0
13.0
8.0
3.0
4.0
6.0
5.0
4.0
5.0
10.0
34.0
36.0
26.0
21.0
22.0
23.0
32.0
42.0
26.0
18.0
19.0
9.0
7.0
7.0
9.0
4.0
3.0
1.0
7.0
4.0
6.0
3.0
6.0
5.0
6.0
29.0
36.0
36.0
46.0
39.0
39.0
37.0
36.0
26.0
29.0
28.0
16.0
24.0
12.0
3.0
1.0
0.0
0.0
1.0
13.0
56.0
240.0
296.0
98.0
88.0
44.0
54.0
52.0
92.0
246.0
309.0
161.0
119.0
64.0
47.0
43.0
31.0
10.0
3.0
3.0
0.0
5.0
1.0
9.0
56.0
218.0
263.0
85.0
53.0
40.0
31.0
40.0
66.0
206.0
271.0
146.0
104.0
65.0
49.0
36.0
21.0
12.0
6.0
1.0
0.0
1.0
3.0
10.0
46.0
219.0
251.0
101.0
64.0
47.0
61.0
67.0
88.0
236.0
287.0
164.0
103.0
60.0
48.0
47.0
31.0
19.0
9.0
4.0
2.0
1.0
2.0
8.0
52.0
204.0
279.0
116.0
55.0
42.0
44.0
53.0
79.0
197.0
250.0
123.0
88.0
77.0
43.0
37.0
33.0
25.0
7.0
5.0
7.0
2.0
3.0
11.0
44.0
159.0
207.0
89.0
67.0
48.0
63.0
46.0
75.0
184.0
217.0
122.0
59.0
38.0
30.0
19.0
18.0
9.0
12.0
8.0
4.0
1.0
2.0
3.0
7.0
12.0
9.0
22.0
24.0
37.0
37.0
43.0
48.0
56.0
48.0
26.0
15.0
14.0
10.0
10.0
9.0
7.0
10.0
4.0
3.0
6.0
3.0
4.0
3.0
7.0
5.0
11.0
20.0
36.0
41.0
34.0
45.0
46.0
37.0
21.0
17.0
22.0
12.0
6.0
13.0
11.0
4.0
1.0
1.0
1.0
2.0
8.0
39.0
178.0
233.0
75.0
46.0
23.0
29.0
26.0
47.0
162.0
247.0
98.0
72.0
49.0
37.0
31.0
22.0
8.0
3.0
1.0
0.0
0.0
2.0
9.0
47.0
183.0
241.0
86.0
39.0
34.0
38.0
18.0
168.0
250.0
141.0
79.0
74.0
39.0
34.0
29.0
12.0
3.0
4.0
0.0
0.0
2.0
13.0
49.0
165.0
243.0
97.0
61.0
40.0
38.0
37.0
71.0
171.0
249.0
135.0
78.0
51.0
37.0
38.0
28.0
12.0
8.0
2.0
1.0
3.0
1.0
12.0
48.0
172.0
225.0
85.0
48.0
38.0
39.0
34.0
70.0
144.0
239.0
119.0
85.0
57.0
43.0
21.0
31.0
20.0
7.0
5.0
2.0
2.0
3.0
6.0
34.0
141.0
195.0
103.0
46.0
49.0
54.0
50.0
72.0
159.0
212.0
104.0
49.0
29.0
15.0
19.0
18.0
12.0
10.0
7.0
4.0
5.0
3.0
3.0
5.0
2.0
15.0
17.0
23.0
33.0
23.0
29.0
40.0
29.0
24.0
25.0
16.0
14.0
7.0
9.0
17.0
9.0
4.0
4.0
1.0
4.0
2.0
4.0
4.0
5.0
3.0
12.0
29.0
21.0
39.0
32.0
50.0
46.0
56.0
19.0
41.0
22.0
15.0
13.0
17.0
6.0
4.0
2.0
2.0
1.0
0.0
6.0
45.0
156.0
211.0
76.0
31.0
18.0
23.0
28.0
43.0
134.0
229.0
103.0
65.0
38.0
32.0
29.0
18.0
6.0
2.0
2.0
2.0
1.0
1.0
9.0
42.0
159.0
197.0
76.0
36.0
24.0
23.0
28.0
54.0
147.0
215.0
101.0
68.0
44.0
32.0
34.0
23.0
9.0
2.0
3.0
1.0
0.0
1.0
8.0
41.0
168.0
234.0
84.0
41.0
29.0
44.0
49.0
55.0
191.0
206.0
138.0
87.0
64.0
35.0
43.0
30.0
11.0
12.0
3.0
1.0
1.0
2.0
9.0
35.0
153.0
228.0
110.0
45.0
49.0
47.0
47.0
74.0
186.0
222.0
111.0
63.0
48.0
33.0
27.0
24.0
15.0
12.0
8.0
1.0
1.0
1.0
8.0
16.0
79.0
155.0
75.0
45.0
24.0
29.0
35.0
50.0
127.0
143.0
70.0
34.0
29.0
16.0
10.0
9.0
6.0
13.0
6.0
4.0
3.0
1.0
1.0
2.0
6.0
5.0
10.0
12.0
20.0
19.0
18.0
19.0
28.0
14.0
12.0
10.0
5.0
9.0
0.0
7.0
3.0
5.0
3.0
5.0
2.0
3.0
2.0
4.0
3.0
3.0
5.0
11.0
13.0
14.0
12.0
13.0
19.0
20.0
17.0
10.0
9.0
6.0
3.0
10.0
6.0
0.0
0.0
0.0
0.0
2.0
9.0
27.0
111.0
172.0
71.0
50.0
21.0
26.0
24.0
37.0
132.0
166.0
90.0
60.0
39.0
26.0
20.0
5.0
6.0
2.0
1.0
0.0
0.0
0.0
11.0
44.0
157.0
211.0
81.0
39.0
38.0
30.0
25.0
42.0
154.0
209.0
103.0
68.0
44.0
44.0
26.0
19.0
14.0
3.0
0.0
0.0
1.0
2.0
12.0
30.0
160.0
222.0
73.0
39.0
31.0
35.0
38.0
54.0
166.0
214.0
89.0
67.0
46.0
34.0
35.0
19.0
9.0
6.0
1.0
2.0
0.0
1.0
8.0
21.0
106.0
151.0
72.0
35.0
28.0
31.0
24.0
39.0
112.0
139.0
92.0
51.0
29.0
24.0
24.0
19.0
11.0
4.0
2.0
0.0
1.0
1.0
7.0
24.0
108.0
131.0
71.0
28.0
22.0
22.0
27.0
49.0
118.0
136.0
60.0
34.0
21.0
8.0
7.0
9.0
9.0
8.0
3.0
3.0
1.0
2.0
1.0
2.0
2.0
1.0
10.0
10.0
11.0
6.0
7.0
9.0
10.0
14.0
10.0
9.0
3.0
0.0
3.0
3.0
2.0
2.0
4.0
0.0
4.0
2.0
0.0
0.0
4.0
7.0
7.0
6.0
5.0
12.0
10.0
8.0
8.0
3.0
6.0
3.0
2.0
4.0
3.0
2.0
1.0
0.0
0.0
0.0
0.0
8.0
52.0
73.0
27.0
12.0
12.0
16.0
7.0
19.0
65.0
70.0
32.0
18.0
11.0
14.0
7.0
6.0
6.0
1.0
3.0
0.0
0.0
1.0
1.0
12.0
40.0
47.0
17.0
6.0
7.0
5.0
9.0
14.0
45.0
53.0
14.0
16.0
12.0
5.0
11.0
5.0
2.0
1.0
1.0
0.0
2.0
0.0
4.0
13.0
42.0
57.0
23.0
11.0
6.0
6.0
9.0
9.0
50.0
64.0
26.0
17.0
14.0
16.0
4.0
10.0
6.0
1.0
0.0
0.0
1.0
1.0
2.0
12.0
47.0
65.0
20.0
4.0
8.0
14.0
13.0
28.0
67.0
57.0
39.0
20.0
19.0
14.0
11.0
12.0
3.0
2.0
1.0
0.0
1.0
0.0
4.0
7.0
37.0
56.0
18.0
12.0
12.0
11.0
9.0
19.0
60.0
67.0
37.0
24.0
10.0
4.0
5.0
6.0
3.0
8.0
3.0
0.0
3.0
1.0
4.0
4.0
5.0
3.0
4.0
10.0
10.0
5.0
7.0
13.0
15.0
9.0
9.0
5.0
2.0
2.0
1.0
1.0
1.0
3.0
0.0
0.0
1.0
0.0
0.0
1.0
1.0
2.0
4.0
7.0
4.0
7.0
8.0
10.0
11.0
14.0
9.0
0.0
6.0
8.0
12.0
10.0
4.0
3.0
0.0
0.0
0.0
0.0
9.0
32.0
97.0
130.0
39.0
12.0
15.0
8.0
22.0
23.0
75.0
76.0
43.0
36.0
19.0
14.0
11.0
14.0
6.0
3.0
1.0
0.0
0.0
0.0
12.0
35.0
143.0
202.0
81.0
35.0
36.0
18.0
26.0
35.0
112.0
167.0
88.0
64.0
33.0
18.0
17.0
8.0
13.0
1.0
0.0
2.0
0.0
0.0
4.0
13.0
38.0
70.0
22.0
14.0
7.0
14.0
16.0
13.0
59.0
81.0
35.0
26.0
8.0
12.0
18.0
9.0
3.0
2.0
0.0
0.0
0.0
1.0
2.0
16.0
68.0
100.0
19.0
17.0
21.0
29.0
24.0
43.0
120.0
147.0
80.0
39.0
46.0
24.0
22.0
14.0
10.0
7.0
5.0
1.0
0.0
2.0
8.0
28.0
81.0
157.0
52.0
31.0
27.0
35.0
38.0
54.0
134.0
143.0
63.0
42.0
19.0
14.0
10.0
16.0
5.0
17.0
